Name,Platform,Year,Genre,Global_Sales
Metroid Prime,PS3,2010,Action,2.84
Finding Nemo,X360,2007,Shooter,2.83
Myst,X360,2009,Sports,2.83
Need for Speed: Hot Pursuit,PS3,2010,Shooter,2.83
Imagine: Fashion Designer,PS2,2002,Fighting,2.83
WWE SmackDown! Here Comes the Pain,GC,2002,Shooter,2.82
Star Wars: The Force Unleashed,Game BoyA,2003,Action,2.82
Yoshi's Island DS,PC,1994,Adventure,2.81
Hot Shots Golf,PS3,2010,Racing,2.81
Killzone 3,DS,2007,Simulation,2.81
A Bug's Life,PS2,2003,Fighting,2.8
WWF SmackDown! Just Bring It,X360,2008,Action,2.8
Dragon Quest V: Tenkuu no Hanayome,DS,2006,Platform,2.8
Mortal Kombat Trilogy,PS,1997,Sports,2.79
Battlefield 3,PS3,2011,Shooter,2.79
NBA Street,PS,1998,Platform,2.79
Professor Layton and the Last Specter,PS2,2001,Fighting,2.79
Monster Hunter Tri,SNES,1992,Role-Playing,2.79
Jak II,PS,1996,Fighting,2.79
inFAMOUS: Second Son,PC,2011,Shooter,2.79
Ratchet & Clank: Going Commando,PS2,2001,Sports,2.79
Tekken 6,DS,2009,Puzzle,2.79
The Sims,3DS,2011,Role-Playing,2.79
Sonic and the Secret Rings,PS2,2003,Platform,2.78
Saints Row: The Third,PS4,2014,Action,2.78
Missile Command,PS2,2003,Platform,2.78
Mario Paint,PS3,2009,Fighting,2.78
Assassin's Creed IV: Black Flag,PS2,2003,Simulation,2.77
Pokémon Stadium 2,Wii,2007,Platform,2.77
Metroid,X360,2011,Action,2.77
L.A. Noire,2600,1980,Shooter,2.76
Call of Duty 3,SNES,1992,Misc,2.75
The Legend of Zelda: A Link to the Past,PS4,2013,Action,2.74
Onimusha: Warlords,N64,2000,Strategy,2.73
Mortal Kombat X,NES,1986,Action,2.73
Mario Party,X360,2011,Adventure,2.72
Madden NFL 12,X360,2006,Shooter,2.71
LEGO Star Wars II: The Original Trilogy,Game BoyA,2002,Action,2.7
Madden NFL 11,PS2,2001,Action,2.7
Mario vs. Donkey Kong: Mini-Land Mayhem!,PS4,2015,Fighting,2.7
Skate 3,N64,1998,Misc,2.7
Burnout 3: Takedown,X360,2011,Sports,2.69
Yokai Watch 2 Shinuchi,PS2,2006,Action,2.69
Need for Speed: Shift,X360,2010,Sports,2.69
Final Fantasy XIII-2,DS,2010,Puzzle,2.69
Mortal Kombat,X360,2010,Sports,2.68
Call Of Duty 2: Big Red One,PS2,2004,Racing,2.68
Guitar Hero: World Tour,3DS,2014,Role-Playing,2.68
Medal of Honor,PS3,2009,Racing,2.68
Fable,PS3,2011,Role-Playing,2.68
Hannah Montana,GEN,1992,Fighting,2.67
Tom Clancy's Splinter Cell,PS2,2005,Shooter,2.67
Skylanders Giants,X360,2008,Misc,2.67
Medal of Honor Heroes,PS,1998,Shooter,2.67
Super Mario Bros.: The Lost Levels,XB,2004,Role-Playing,2.66
Star Wars: Shadows of the Empire,DS,2006,Action,2.65
LEGO Star Wars: The Complete Saga,PS2,2003,Action,2.65
Midnight Club: Street Racing,Wii,2012,Action,2.65
Pac-Man: Adventures in Time,PSP,2006,Shooter,2.65
Halo Wars,NES,1986,Platform,2.65
ESPN NFL 2K5,N64,1996,Action,2.65
Mario Strikers Charged,X360,2007,Action,2.64
Medal of Honor,PS2,2000,Racing,2.63
FIFA Soccer 10,PSP,2006,Fighting,2.63
NBA 2K12,X360,2009,Strategy,2.63
Style Savvy,PS3,2009,Action,2.63
Harry Potter and the Chamber of Secrets,PS2,2004,Sports,2.62
Super Mario All-Stars: Limited Edition,Wii,2007,Sports,2.62
Streets of Rage,X360,2010,Shooter,2.62
FIFA Soccer 09,X360,2009,Sports,2.62
Ratchet & Clank Future: Tools of Destruction,X360,2011,Sports,2.62
NBA Live 2005,DS,2008,Simulation,2.61
LittleBigPlanet,PS2,2002,Action,2.61
Killzone: Shadow Fall,Wii,2010,Platform,2.6
Ghostbusters: The Video Game (DS Version),GEN,1990,Action,2.6
Monster Hunter Freedom 2,PS3,2008,Sports,2.59
WWE SmackDown vs. RAW 2007,PS3,2007,Platform,2.59
Ratchet & Clank: Up Your Arsenal,PS2,2004,Sports,2.59
Art Academy,PSP,2009,Platform,2.58
Dragon Age: Origins,PS4,2013,Shooter,2.58
Madden NFL 08,X360,2009,Action,2.58
Sonic Adventure 2 Battle,PSP,2007,Role-Playing,2.58
Dragon Warrior II,PS2,2006,Fighting,2.58
Madden NFL 13,PS2,2004,Platform,2.57
Pokémon Colosseum,DS,2010,Misc,2.57
Deca Sports,X360,2009,Role-Playing,2.57
Madden NFL 09,PS2,2007,Sports,2.57
Space Invaders,GC,2001,Platform,2.56
Crazy Taxi,NES,1987,Role-Playing,2.56
Perfect Dark,PS3,2012,Sports,2.56
Game Party,GC,2003,Role-Playing,2.54
Dragon Warrior,Wii,2008,Sports,2.54
Tomb Raider (2013),X360,2008,Sports,2.54
Marvel: Ultimate Alliance,2600,N/A,Shooter,2.53
PES 2009: Pro Evolution Soccer,PS2,2001,Racing,2.52
Mario Party 2,N64,2000,Action,2.52
Saints Row: The Third,Wii,2007,Misc,2.52
Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,NES,1986,Role-Playing,2.52
LEGO Harry Potter: Years 1-4,PS3,2013,Action,2.51
Mortal Kombat: Deadly Alliance,X360,2006,Role-Playing,2.5
Resistance 2,PS2,2008,Sports,2.5
Pure,N64,1999,Misc,2.5
Tomb Raider: The Last Revelation,PS3,2011,Action,2.49
NBA 2K13,XB,2003,Action,2.49
Rock Band,Wii,2010,Action,2.49
NBA 2K14,PS2,2002,Fighting,2.49
Mario Party 4,PS3,2008,Shooter,2.48
uDraw Studio,X360,2008,Racing,2.48
Final Fantasy V,PS,1998,Action,2.48
Final Fantasy Tactics,PS3,2012,Sports,2.48
Twisted Metal 2,X360,N/A,Misc,2.48
Halo: Combat Evolved Anniversary,X360,2013,Sports,2.47
Need for Speed Carbon: Own the City,GC,2002,Misc,2.47
The Sims: Bustin' Out,Wii,2010,Misc,2.46
Riven: The Sequel to Myst,PS3,2008,Racing,2.45
Tom Clancy's Rainbow Six: Vegas 2,SNES,1992,Role-Playing,2.45
Sonic Adventure,PS,1997,Role-Playing,2.45
Ice Hockey,PS,1996,Racing,2.44
pro evolution soccer 2011,X360,2011,Shooter,2.44
Dragon Ball Z: Budokai 2,PSP,2006,Racing,2.44
ATV Offroad Fury,PS2,2003,Simulation,2.43
Dino Crisis,PC,1997,Adventure,2.43
Minecraft,X360,2008,Shooter,2.42
Need for Speed: ProStreet,DC,1998,Platform,2.42
Madden NFL 16,NES,1988,Sports,2.42
Tetris Plus,PS3,2010,Sports,2.42
Pro Wrestling,PS2,2003,Fighting,2.41
Theme Hospital,PS2,2001,Racing,2.41
Frogger's Adventures: Temple of the Frog,PS,1998,Action,2.41
Need for Speed (2015),XOne,2014,Misc,2.41
Zumba Fitness,PS2,2007,Racing,2.41
LEGO Indiana Jones: The Original Adventures,XOne,2015,Sports,2.4
Monopoly,PS,1996,Puzzle,2.4
Batman: Arkham Origins,NES,1987,Fighting,2.4
Dead Island,PC,1997,Strategy,2.4
Guitar Hero,Game BoyA,N/A,Adventure,2.39
LEGO Star Wars: The Complete Saga,PS4,2015,Racing,2.39
Kinect: Disneyland Adventures,X360,2010,Sports,2.39
WCW/nWo Revenge,Wii,N/A,Action,2.39
Bloodborne,PC,1994,Misc,2.39
NBA 2K15,PS3,2013,Action,2.39
Madden NFL 11,X360,2011,Action,2.39
Yu-Gi-Oh! The Duelists of the Roses,PS2,2005,Misc,2.38
Madden NFL 08,PS3,2007,Action,2.38
Half-Life 2,X360,2011,Misc,2.38
The Incredibles,N64,1998,Fighting,2.38
Tony Hawk's Underground 2,PS4,2015,Action,2.38
Madden NFL 10,PS4,2014,Sports,2.38
Kinect Sports: Season Two,PS3,2010,Sports,2.38
Kirby's Dream Land 2,PS2,2001,Misc,2.38
LEGO Harry Potter: Years 1-4,X360,2007,Sports,2.37
Donkey Kong Land II,PC,2004,Shooter,2.37
Dragon Warrior Monsters,PS2,2004,Action,2.37
Skylanders SWAP Force,PS2,2004,Sports,2.37
WWE SmackDown vs Raw 2008,PS3,2009,Sports,2.37
My Fitness Coach,X360,2011,Sports,2.36
Resident Evil - Code: Veronica X,Game Boy,1995,Platform,2.36
The Sims 3,DS,2010,Action,2.35
The Legend of Zelda: Majora's Mask 3D,Game Boy,1996,Platform,2.35
NBA 2K16,Game Boy,1998,Role-Playing,2.35
Just Dance Kids,X360,2008,Racing,2.35
Mario Tennis,Wii,2013,Platform,2.34
Grand Theft Auto,PS2,2007,Fighting,2.34
James Bond 007: Everything or Nothing,Wii,2008,Sports,2.34
WarioWare Touched!,PS2,2001,Action,2.34
Need For Speed: High Stakes,X360,2010,Simulation,2.33
Chrono Trigger,3DS,2015,Action,2.32
Cool Boarders 3,XOne,2015,Sports,2.32
LEGO Marvel Super Heroes,Wii,2010,Misc,2.32
Guild Wars 2,N64,2000,Sports,2.32
Pokemon Ranger: Shadows of Almia,PS,1997,Action,2.32
Dead Island,PS2,2004,Shooter,2.31
Tomb Raider II,DS,2004,Puzzle,2.31
Need for Speed Underground 2,PS,1999,Racing,2.31
Pro Evolution Soccer 2010,SNES,1995,Role-Playing,2.31
Just Dance 2015,PS,1998,Sports,2.31
Yokai Watch Busters,X360,2013,Action,2.3
Mario Bros.,PC,2012,Action,2.3
FIFA Soccer 09,DS,2008,Role-Playing,2.3
Star Wars: The Force Unleashed,PS3,2011,Action,2.29
Borderlands 2,PC,1997,Action,2.29
TOCA Touring Car Championship,PS3,2013,Action,2.29
Paper Mario: Sticker Star,XB,2004,Racing,2.28
Sonic's Ultimate Genesis Collection,PS3,2009,Sports,2.28
Super Monkey Ball: Banana Blitz,Wii,2014,Misc,2.28
Kirby: Nightmare in Dream Land,3DS,2015,Action,2.28
Wario Land 4,NES,1983,Platform,2.28
Guitar Hero III: Legends of Rock,PS2,2008,Sports,2.28
Call of Duty 3,PS3,2008,Action,2.28
Resident Evil 4,PS3,2012,Shooter,2.28
Minecraft,PS,1997,Racing,2.28
Onimusha 2: Samurai's Destiny,3DS,2012,Role-Playing,2.27
Cool Boarders 2,PS3,2009,Misc,2.27
Paper Mario: The Thousand-Year Door,Wii,2006,Misc,2.27
Madden NFL 12,Game BoyA,2002,Platform,2.27
Monster Hunter Tri,Game BoyA,2001,Platform,2.26
Dissidia: Final Fantasy,PS3,2007,Misc,2.26
Sonic Advance,Wii,N/A,Shooter,2.26
Spyro: Season of Ice,Wii,2007,Action,2.26
Teenage Mutant Ninja Turtles II: The Arcade Game,PSV,2014,Misc,2.25
LEGO Indiana Jones: The Original Adventures,PS2,2002,Adventure,2.25
Dance Dance Revolution X2,PS,1997,Sports,2.25
New Super Luigi U,GC,2004,Role-Playing,2.25
Prince of Persia: The Sands of Time,PS3,2011,Sports,2.25
Scribblenauts,Wii,2009,Role-Playing,2.25
The Legend of Zelda: Link's Awakening DX,PSP,2008,Fighting,2.25
Need for Speed: Hot Pursuit,Game BoyA,2001,Platform,2.24
BioShock 2,Game BoyA,2001,Platform,2.23
Assassin's Creed IV: Black Flag,NES,1990,Action,2.23
Rock Band 2,DS,2008,Action,2.23
Frogger,PS2,2009,Simulation,2.23
Guitar Hero II,WiiU,2013,Platform,2.22
Wario Land 3,PS2,2003,Action,2.22
Pro Yakyuu Family Stadium,DS,2009,Puzzle,2.22
Sonic Unleashed,Game Boy,1998,Adventure,2.22
High School Musical: Makin' the Cut!,X360,2010,Racing,2.22
Pro Evolution Soccer 2012,X360,2010,Shooter,2.21
Saints Row,XOne,2013,Action,2.21
Star Wars: Knights of the Old Republic,X360,2008,Misc,2.2
Kirby's Pinball Land,2600,1981,Action,2.2
Donkey Kong Country,X360,2007,Misc,2.2
Hitman: Absolution,Game Boy,2000,Platform,2.2
Yu-Gi-Oh: Duel Monsters 4,NES,1986,Sports,2.2
ATV Offroad Fury 2,Wii,2008,Platform,2.2
Forza Motorsport 5,DS,2007,Puzzle,2.2
Madden NFL 25,PS3,2011,Action,2.19
Pokemon Ranger,X360,2006,Action,2.19
Mario & Luigi: Superstar Saga,XB,2003,Role-Playing,2.19
Final Fantasy XIII,Game Boy,1992,Misc,2.19
Star Wars: Rogue Squadron,Game Boy,2000,Platform,2.19
Tennis,PS3,2012,Action,2.19
The Sims: House Party,Game Boy,2000,Role-Playing,2.18
Your Shape featuring Jenny McCarthy,PS2,2002,Racing,2.18
Syphon Filter 2,XOne,2013,Racing,2.18
Tom Clancy's Rainbow Six: Siege,X360,2013,Sports,2.18
Volleyball,DS,2006,Role-Playing,2.18
FIFA 15,Game BoyA,2003,Role-Playing,2.17
Call of Duty: Roads to Victory,X360,2010,Role-Playing,2.17
Super Mario RPG: Legend of the Seven Stars,N64,1998,Simulation,2.17
Mahjong,NES,1984,Sports,2.17
R.C. Pro-Am,PC,2001,Simulation,2.16
SimCity 2000,Wii,2009,Sports,2.16
Demon Attack,PS,2000,Shooter,2.15
Dance Dance Revolution Extreme,PS4,2015,Shooter,2.15
Tetris DS,NES,1987,Sports,2.15
Final Fantasy Tactics Advance,XOne,2014,Sports,2.15
Far Cry: Primal,PSP,2007,Shooter,2.14
Toy Story 3: The Video Game,SNES,1996,Role-Playing,2.14
Final Fantasy III,NES,1983,Misc,2.14
Kirby's Epic Yarn,NES,1988,Racing,2.14
Project Gotham Racing,PC,1992,Simulation,2.14
Golf,2600,1981,Shooter,2.13
NBA 2K12,PS2,2004,Simulation,2.13
Borderlands,DS,2006,Puzzle,2.13
Tony Hawk's Pro Skater,Game BoyA,2003,Role-Playing,2.13
PES 2009: Pro Evolution Soccer,PS4,2016,Action,2.13
Need for Speed: Hot Pursuit 2,DS,2010,Action,2.12
Mario Sports Mix,DS,2006,Role-Playing,2.12
Rock Band,Wii,2010,Platform,2.12
Dynasty Warriors 4,XB,2001,Racing,2.12
Mortal Kombat,Game Boy,1989,Sports,2.12
Parasite Eve,PS3,2011,Sports,2.11
Scooby-Doo! Night of 100 Frights,PS3,2009,Shooter,2.11
Project Gotham Racing (JP weekly sales),N64,2000,Sports,2.11
Need for Speed: Most Wanted 5-1-0,PS3,2008,Sports,2.11
Portal 2,PS2,2002,Racing,2.11
Derby Stallion,Wii,2010,Sports,2.11
Dead Rising,Wii,N/A,Misc,2.11
Finding Nemo,PS2,2003,Action,2.11
NBA 2K11,X360,2011,Fighting,2.11
Wipeout: The Game,PS,1998,Role-Playing,2.1
The Sims 2: Pets,PS2,2002,Platform,2.1
Battlefield: Hardline,XB,2002,Action,2.1
Metal Gear Solid: Peace Walker,PSP,2005,Racing,2.1
World of Warcraft: Cataclysm,X360,2011,Shooter,2.1
Tetris Worlds,PS,1997,Sports,2.09
Need For Speed: Undercover,X360,2006,Action,2.09
Dance Dance Revolution: Hottest Party,PS2,2003,Action,2.09
Mario Party 5,X360,2010,Action,2.09
Ghostbusters: The Video Game (DS Version),Wii,2009,Misc,2.09
Sim Theme Park,DS,2006,Simulation,2.09
Warcraft: Orcs & Humans,PS4,2015,Shooter,2.09
Skate 3,PSP,2010,Action,2.09
Spec Ops: Airborne Commando,PC,2010,Role-Playing,2.08
Kingdom Hearts: Birth by Sleep,PS2,2002,Puzzle,2.08
UFC 2009 Undisputed,PS3,2008,Racing,2.08
Need for Speed: ProStreet,Wii,2007,Simulation,2.08
The Sims 3,GC,2003,Misc,2.08
Tom Clancy's Splinter Cell: Conviction,PS3,2010,Action,2.08
Pokemon Mystery Dungeon: Red/Blue Rescue Team,PC,1998,Strategy,2.08
The Incredibles,PC,1994,Strategy,2.08
R4: Ridge Racer Type 4,PS3,2010,Sports,2.08
Mario & Luigi: Dream Team,PS,2002,Shooter,2.07
Need for Speed: ProStreet,PSP,2010,Role-Playing,2.07
Carnival Games,X360,2009,Fighting,2.07
NBA 2K14,PS3,2011,Role-Playing,2.07
Pokémon Mystery Dungeon: Blue Rescue Team,Game BoyA,2001,Strategy,2.07
Sonic Mega Collection,X360,2007,Racing,2.06
Diablo III,PS3,2010,Simulation,2.06
NBA Jam,X360,2010,Action,2.06
PGR4 - Project Gotham Racing 4,Game BoyA,2005,Role-Playing,2.06
Kingdom Hearts 358/2 Days,Game BoyA,2004,Action,2.06
Dance Central 2,PS,1998,Racing,2.06
Rayman Raving Rabbids: TV Party,PS2,2003,Fighting,2.06
SOCOM: U.S. Navy SEALs: Combined Assault,3DS,2013,Role-Playing,2.06
Peter Jackson's King Kong: The Official Game of the Movie,PS3,2007,Racing,2.05
Donkey Kong Country,DS,2008,Misc,2.05
Need for Speed: The Run,PS3,2013,Sports,2.05
Madden NFL 15,DS,2005,Role-Playing,2.05
1080°: TenEighty Snowboarding,GC,2002,Misc,2.05
Just Dance 3,PS3,2013,Role-Playing,2.05
NBA Live 2004,GEN,1992,Sports,2.05
Dead Space,X360,2007,Racing,2.05
Call of Duty 2,DS,2009,Role-Playing,2.04
Madden NFL 15,X360,2011,Misc,2.04
Forza Horizon,Wii,2008,Misc,2.04
TouchMaster,PS2,2006,Shooter,2.04
Tom Clancy's The Division,PS2,2005,Action,2.04
LEGO Marvel Super Heroes,Game BoyA,2003,Platform,2.04
Fire Emblem: Awakening,PS3,2011,Action,2.04
DriveClub,PS4,2014,Sports,2.03
Super Street Fighter II,N64,1998,Sports,2.03
Mortal Kombat vs. DC Universe,X360,2011,Misc,2.03
Tenchu: Stealth Assassins,PS2,2003,Sports,2.03
Tennis,PS3,2008,Action,2.02
Harry Potter and the Chamber of Secrets,X360,2005,Shooter,2.02
Harry Potter and the Chamber of Secrets,X360,2014,Sports,2.02
SimCity,X360,2012,Racing,2.02
Battlefield 4,DS,2007,Puzzle,2.01
Resident Evil 6,XOne,2016,Shooter,2.01
Dragon Age: Inquisition,PS3,2013,Action,2
Sonic Classic Collection,3DS,2012,Role-Playing,2
Spyro: Enter the Dragonfly,PS4,2014,Racing,2
Call of Duty: World at War,SNES,1993,Fighting,2
Burnout Paradise,PS3,2008,Fighting,2
E.T.: The Extra Terrestrial,PS,1997,Action,1.99
BioShock Infinite,Game Boy,1989,Sports,1.99
Hot Shots Golf: Open Tee,Game BoyA,2002,Action,1.99
Rad Racer,PS,2002,Action,1.98
Soccer,SNES,1991,Simulation,1.98
Kirby Squeak Squad,XOne,2013,Shooter,1.98
Tom Clancy's Rainbow Six: Vegas,X360,2012,Shooter,1.98
Destiny,PS4,2014,Role-Playing,1.97
Crash Nitro Kart,DS,2010,Platform,1.97
Grand Theft Auto: San Andreas,PS2,2002,Platform,1.97
Star Wars: Dark Forces,Wii,2008,Shooter,1.97
NBA Street Vol. 2,PS2,2003,Action,1.97
Def Jam Vendetta,PS3,2008,Racing,1.97
FIFA Soccer 09,2600,1981,Action,1.97
Who wants to be a millionaire,X360,2013,Shooter,1.96
Scooby Doo and the Cyber Chase,PSP,2004,Sports,1.96
Alleyway,NES,1986,Racing,1.96
Dragon Ball Z: Budokai 3,NES,1985,Sports,1.96
Jet Moto 2,DS,2006,Platform,1.96
Tom Clancy's Ghost Recon,X360,2006,Shooter,1.96
X-Men Legends,X360,2014,Shooter,1.95
Batman: Arkham Origins,PS2,2003,Racing,1.95
Guitar Hero: World Tour,XB,2005,Action,1.95
Mortal Kombat II,PC,1994,Shooter,1.95
Virtua Fighter 2,PS2,2003,Sports,1.95
Tetris DX,PS2,2003,Fighting,1.94
Mortal Kombat vs. DC Universe,X360,2008,Sports,1.94
Watch Dogs,PC,1999,Misc,1.94
Mario Super Sluggers,PS,2001,Adventure,1.94
Tomb Raider (2013),Game Boy,1989,Puzzle,1.94
The Legend of Zelda: Oracle of Ages,PS2,2004,Fighting,1.94
Need for Speed: Shift,PS,1997,Racing,1.94
Monopoly,PS2,2002,Shooter,1.94
Red Faction,PS2,2004,Role-Playing,1.93
The Sims: Makin' Magic,X360,2013,Action,1.93
MX Unleashed,PS3,2008,Misc,1.93
PaRappa The Rapper,SNES,1993,Fighting,1.93
Toy Story Mania!,SAT,1995,Fighting,1.93
Mario Party 3,Game Boy,1998,Puzzle,1.93
Star Wars: The Force Unleashed,X360,2008,Fighting,1.93
Game Party 2,PS3,2014,Action,1.93
Destiny: The Taken King,Wii,2008,Sports,1.93
LEGO Star Wars III: The Clone Wars,X360,2013,Action,1.92
Star Wars Rogue Leader: Rogue Squadron II,Game Boy,2001,Action,1.92
Max Payne 3,X360,2009,Racing,1.92
Need for Speed Rivals,Wii,2008,Misc,1.92
Madden NFL 09,PS2,2001,Shooter,1.92
Yokai Watch,PC,2003,Simulation,1.92
Ratchet & Clank Future: A Crack in Time,PS2,2004,Racing,1.92
Yu-Gi-Oh! Forbidden Memories,PS,1996,Misc,1.92
Mortal Kombat: Deception,Wii,2009,Misc,1.92
Hot Shots Golf 2,N64,2000,Misc,1.91
Medal of Honor: European Assault (All Region sales),Wii,2008,Action,1.91
WCW Nitro,Wii,2008,Misc,1.91
High School Musical: Sing It!,PS4,2015,Shooter,1.91
Star Fox Adventures,Wii,2011,Action,1.91
FIFA 2000,GC,2001,Simulation,1.9
Dynasty Warriors 3,PS3,2012,Shooter,1.9
Donkey Kong Country Returns,PS4,2013,Racing,1.89
The Legend of Zelda: Oracle of Seasons,PS3,2008,Sports,1.89
Madden NFL 06,3DS,2013,Role-Playing,1.89
Shrek 2,PS3,2009,Platform,1.88
The Legend of Dragoon,PS,1999,Role-Playing,1.88
Turok 2: Seeds of Evil,PS2,2004,Fighting,1.88
SingStar,PS,1999,Sports,1.88
LittleBigPlanet 3,PS2,2005,Shooter,1.88
NBA Live 2002,PS,1998,Fighting,1.88
Phineas and Ferb,PS2,2007,Misc,1.87
Chrono Cross,GC,2002,Adventure,1.87
GoldenEye 007 (2010),PS,1998,Sports,1.87
Mario Party: Island Tour,PS2,2001,Action,1.87
Jak 3,3DS,2013,Platform,1.87
Rayman Raving Rabbids 2,Game Boy,2001,Adventure,1.86
Kingdom Hearts: Chain of Memories,XB,2005,Sports,1.86
Pinball,PS2,2004,Platform,1.86
inFAMOUS 2,PS,1999,Role-Playing,1.86
Gran Turismo Concept 2001 Tokyo,N64,1997,Platform,1.86
NCAA Football 06,PS2,2004,Misc,1.86
"Hey You, Pikachu!",PS4,2014,Platform,1.86
2 Games in 1: Sonic Advance & ChuChu Rocket!,PS2,2001,Sports,1.86
World of Warcraft: Mists of Pandaria,DS,2009,Action,1.86
Jet Moto,PS,1999,Role-Playing,1.86
Just Cause 3,Wii,2010,Action,1.86
Secret of Mana,3DS,2013,Misc,1.85
The Orange Box,PS2,2004,Platform,1.85
Air Combat,Wii,2007,Misc,1.85
Kirby: Triple Deluxe,Game BoyA,2004,Role-Playing,1.85
Sonic & Knuckles,NES,1984,Action,1.85
Namco Museum,PS3,2011,Action,1.85
The Sims: Hot Date,PS2,2001,Racing,1.84
Metroid Prime 3: Corruption,PS3,2009,Role-Playing,1.84
Dragon Quest VI: Realms of Revelation,PS2,2005,Sports,1.84
The Evil Within,N64,1998,Simulation,1.83
DDRMAX2: Dance Dance Revolution,Game BoyA,2005,Misc,1.83
Crazy Taxi,PC,2012,Role-Playing,1.83
Virtua Fighter 4,PS,1996,Racing,1.83
Sly 2: Band of Thieves,PS4,2015,Action,1.83
Guitar Hero: World Tour,SNES,1993,Role-Playing,1.83
Sonic Advance 2,X360,2007,Shooter,1.83
Madden NFL 07,PS,1995,Simulation,1.83
NBA 2K11,3DS,2014,Platform,1.82
NFL GameDay 2000,GEN,1994,Platform,1.82
Call of Duty: Black Ops 3,PS2,2001,Misc,1.82
Disney's The Lion King,PC,2001,Simulation,1.82
Kinect Star Wars,Wii,2007,Shooter,1.82
Midnight Club II,DS,2010,Role-Playing,1.81
Dragon Quest Monsters: Joker,PS4,2014,Action,1.81
SpongeBob SquarePants: SuperSponge,PS2,2003,Simulation,1.81
The Getaway: Black Monday,DC,2000,Racing,1.81
Professor Layton and the Mask of Miracle,PS2,2002,Fighting,1.81
Just Cause 2,PS2,2004,Platform,1.81
Dragon's Dogma,PS2,2008,Misc,1.8
The Legend of Zelda: The Wind Waker,Game BoyA,2002,Platform,1.8
50 Cent: Bulletproof,X360,2006,Sports,1.8
High School Musical: Sing It!,PS3,2010,Action,1.8
Wii Party U,PS,1999,Sports,1.8
Madden NFL 25,PS3,2015,Shooter,1.79
Final Fantasy II,SNES,1994,Platform,1.79
Kirby 64: The Crystal Shards,PS3,2013,Adventure,1.79
Dead or Alive 3,X360,2012,Action,1.78
UFC 2009 Undisputed,PS2,2003,Racing,1.78
Metroid II: Return of Samus,DS,2006,Role-Playing,1.78
WWF Attitude,PS,2001,Action,1.78
The SpongeBob SquarePants Movie,PS2,2004,Action,1.78
Golden Sun,3DS,2011,Puzzle,1.78
Sonic the Hedgehog 3,PS3,2010,Action,1.78
Kid Icarus,PS3,2012,Role-Playing,1.78
Def Jam: Fight for NY,WiiU,2013,Action,1.77
Tom Clancy's Ghost Recon,PS2,2005,Action,1.77
State of Emergency,Wii,2007,Misc,1.77
BioShock Infinite,WiiU,2013,Misc,1.77
Hitman: Absolution,PS3,2013,Sports,1.77
2 Games in 1 Double Pack: The Incredibles / Finding Nemo: The Continuing Adventures,SNES,1991,Role-Playing,1.77
Call of Duty: Black Ops 3,N64,2000,Platform,1.77
The Urbz: Sims in the City,XB,2001,Fighting,1.77
FIFA Soccer 08,PS3,2009,Fighting,1.77
Star Wars: Starfighter,Game Boy,1991,Adventure,1.76
Madden NFL 2000,PS,1998,Fighting,1.76
Kingdom Hearts,PS2,2004,Platform,1.76
Star Wars: Battlefront,Game BoyA,2001,Role-Playing,1.76
Pro Evolution Soccer,GEN,1994,Platform,1.76
Crackdown,NES,1986,Platform,1.76
Yoshi,PS2,2004,Fighting,1.76
Disney's Aladdin,XB,2002,Shooter,1.76
Kirby's Adventure,PS2,2002,Action,1.76
Cooking Mama 3: Shop & Chop,PS3,2013,Shooter,1.76
Dance Dance Revolution X,X360,2012,Action,1.76
2 Games in 1: Disney Princess & The Lion King,Game BoyA,2007,Action,1.76
Star Wars Episode I: The Phantom Menace,X360,2015,Shooter,1.76
Xenosaga Episode I: Der Wille zur Macht,PS2,2004,Simulation,1.76
Portal 2,PS3,2007,Sports,1.76
The Beatles: Rock Band,PS2,2001,Simulation,1.76
Forza Motorsport 6,PS,1998,Sports,1.75
